drug_a_ik14,drug_b_ik14,a_name,b_name,pair_id,n_faers_reports,faers_prr_max_strict,faers_ror95_lcl_max_strict,faers_pt_covered_strict,faers_best_pt_code_strict
PHIQHXFUZVPYII,YMDXZJFXQJVXBF,(3-Carboxy-2-(R)-Hydroxy-Propyl)-Trimethyl-Ammonium,Fosfomycin,PHIQHXFUZVPYII::YMDXZJFXQJVXBF,17,,,,
IPOPQVVNCFQFRK,NVOYVOBDTVTBDX,Phenoperidine,Oxitropium,IPOPQVVNCFQFRK::NVOYVOBDTVTBDX,0,,,,
JQSHBVHOMNKWFT,KQXKVJAGOJTNJS,Varenicline,Penbutolol,JQSHBVHOMNKWFT::KQXKVJAGOJTNJS,0,,,,
PWAJCNITSBZRBL,VGDDOIZXGFJDRC,Ketazolam,Naronapride,PWAJCNITSBZRBL::VGDDOIZXGFJDRC,0,,,,
DDINXHAORAAYAD,KWTSXDURSIMDCE,Aripiprazole lauroxil,Amphetamine,DDINXHAORAAYAD::KWTSXDURSIMDCE,0,,,,
QNQZBKQEIFTHFZ,SXYIRMFQILZOAM,Dexloxiglumide,Artemether,QNQZBKQEIFTHFZ::SXYIRMFQILZOAM,0,,,,
DDLIGBOFAVUZHB,PEMUGDMSUDYLHU,Midazolam,Adagrasib,DDLIGBOFAVUZHB::PEMUGDMSUDYLHU,0,,,,
HQRSUIDICNOLPX,UOCJDOLVGGIYIQ,Mersalyl,Cefatrizine,HQRSUIDICNOLPX::UOCJDOLVGGIYIQ,0,,,,
GKQPCPXONLDCMU,KJHKTHWMRKYKJE,Lacidipine,Lopinavir,GKQPCPXONLDCMU::KJHKTHWMRKYKJE,0,,,,
BJVVMKUXKQHWJK,YBAWYTYNMZWMMJ,Talbutal,Idalopirdine,BJVVMKUXKQHWJK::YBAWYTYNMZWMMJ,0,,,,
FHCUMDQMBHQXKK,RMMXLENWKUUMAY,Velpatasvir,Telmisartan,FHCUMDQMBHQXKK::RMMXLENWKUUMAY,0,,,,
QJJXYPPXXYFBGM,YIMYDTCOUQIDMT,Tacrolimus,Diroximel fumarate,QJJXYPPXXYFBGM::YIMYDTCOUQIDMT,0,,,,
PWEGQJCIAMJJHC,TZDUHAJSIBHXDL,Perphenazine enanthate,Gabapentin enacarbil,PWEGQJCIAMJJHC::TZDUHAJSIBHXDL,0,,,,
GFRUPHOKLBPHTQ,SFYAXIFVXBKRPK,Oxyphenonium,Abediterol,GFRUPHOKLBPHTQ::SFYAXIFVXBKRPK,0,,,,
DTGLZDAWLRGWQN,ZSCDBOWYZJWBIY,Prasugrel,Trimipramine,DTGLZDAWLRGWQN::ZSCDBOWYZJWBIY,0,,,,
AJIPIJNNOJSSQC,MSYKRHVOOPPJKU,Estetrol,Brivaracetam,AJIPIJNNOJSSQC::MSYKRHVOOPPJKU,0,,,,
MFFMDFFZMYYVKS,VJJPUSNTGOMMGY,Sitagliptin,Etoposide,MFFMDFFZMYYVKS::VJJPUSNTGOMMGY,52,,,,
FIADGNVRKBPQEU,WZHJKEUHNJHDLS,Pizotifen,Metergoline,FIADGNVRKBPQEU::WZHJKEUHNJHDLS,0,,,,
CXOFVDLJLONNDW,SNPLKNRPJHDVJA,Phenytoin,Dexpanthenol,CXOFVDLJLONNDW::SNPLKNRPJHDVJA,14,,,,
NASXCEITKQITLD,UDIIBEDMEYAVNG,Fluindione,Isepamicin,NASXCEITKQITLD::UDIIBEDMEYAVNG,0,,,,
NJDRXTDGYFKORP,XLOQNFNTQIRSOX,Garenoxacin,Aceprometazine,NJDRXTDGYFKORP::XLOQNFNTQIRSOX,0,,,,
FZSPJBYOKQPKCD,RKWGIWYCVPQPMF,Alaproclate,Chlorpropamide,FZSPJBYOKQPKCD::RKWGIWYCVPQPMF,0,,,,
PCOBBVZJEWWZFR,YOZNUFWCRFCGIH,Ezogabine,Hydroxocobalamin,PCOBBVZJEWWZFR::YOZNUFWCRFCGIH,0,,,,
DDOOFTLHJSMHLN,IKWTVSLWAPBBKU,Ubrogepant,Arsenic trioxide,DDOOFTLHJSMHLN::IKWTVSLWAPBBKU,0,,,,
ONIQOQHATWINJY,QAGYKUNXZHXKMR,Cabozantinib,Nelfinavir,ONIQOQHATWINJY::QAGYKUNXZHXKMR,0,,,,
DKYWVDODHFEZIM,RXWNCPJZOCPEPQ,Dexketoprofen,Puromycin,DKYWVDODHFEZIM::RXWNCPJZOCPEPQ,0,,,,
HUYWAWARQUIQLE,NNYBQONXHNTVIJ,Isoetharine,(R)-etodolac,HUYWAWARQUIQLE::NNYBQONXHNTVIJ,0,,,,
GUGOEEXESWIERI,MBGGBVCUIVRRBF,Terfenadine,Sulfinpyrazone,GUGOEEXESWIERI::MBGGBVCUIVRRBF,0,,,,
ADIMAYPTOBDMTL,OFBIFZUFASYYRE,Oxazepam,Flumazenil,ADIMAYPTOBDMTL::OFBIFZUFASYYRE,11,,,,
UPSPUYADGBWSHF,VKQFCGNPDRICFG,Tolmetin,Nisoldipine,UPSPUYADGBWSHF::VKQFCGNPDRICFG,0,,,,
HOKDBMAJZXIPGC,MPBVHIBUJCELCL,Mequitazine,Ibandronate,HOKDBMAJZXIPGC::MPBVHIBUJCELCL,0,,,,
WTQYWNWRJNXDEG,ZKCWITXZGWUJAV,Anisodamine,Benzilone,WTQYWNWRJNXDEG::ZKCWITXZGWUJAV,0,,,,
BCQZXOMGPXTTIC,SBDNJUWAMKYJOX,Halothane,Meclofenamic acid,BCQZXOMGPXTTIC::SBDNJUWAMKYJOX,0,,,,
MFWNKCLOYSRHCJ,NZASCBIBXNPDMH,Granisetron,Pyrithyldione,MFWNKCLOYSRHCJ::NZASCBIBXNPDMH,0,,,,
GZKLJWGUPQBVJQ,QLFZZSKTJWDQOS,Sertindole,Doramectin,GZKLJWGUPQBVJQ::QLFZZSKTJWDQOS,0,,,,
FDXQKWSTUZCCTM,IENZQIKPVFGBNW,Oxaprotiline,Prazosin,FDXQKWSTUZCCTM::IENZQIKPVFGBNW,0,,,,
CJOFXWAVKWHTFT,UVSMNLNDYGZFPF,Fluvoxamine,Pomalidomide,CJOFXWAVKWHTFT::UVSMNLNDYGZFPF,0,,,,
GMRQFYUYWCNGIN,ODZFJAXAEXQSKL,Calcitriol,"1alpha,24S-Dihydroxyvitamin D2",GMRQFYUYWCNGIN::ODZFJAXAEXQSKL,0,,,,
ANJQEDFWRSLVBR,XOFYZVNMUHMLCC,Metenolone,Prednisone,ANJQEDFWRSLVBR::XOFYZVNMUHMLCC,3,,,,
PBHFNBQPZCRWQP,RPYWXZCFYPVCNQ,Phenserine,GTS-21,PBHFNBQPZCRWQP::RPYWXZCFYPVCNQ,0,,,,
JTEGQNOMFQHVDC,SQKXYSGRELMAAU,Lamivudine,Imidafenacin,JTEGQNOMFQHVDC::SQKXYSGRELMAAU,0,,,,
XFCLJVABOIYOMF,ZBNZXTGUTAYRHI,Toremifene,Dasatinib,XFCLJVABOIYOMF::ZBNZXTGUTAYRHI,0,,,,
AQHHHDLHHXJYJD,IPOBOOXFSRWSHL,Dexpropranolol,Cibenzoline,AQHHHDLHHXJYJD::IPOBOOXFSRWSHL,2,,,,
GJSURZIOUXUGAL,WYDUSKDSKCASEF,Clonidine,Procyclidine,GJSURZIOUXUGAL::WYDUSKDSKCASEF,0,,,,
VXTWEDPZMSVFEF,XBMIVRRWGCYBTQ,Pheniprazine,Alphacetylmethadol,VXTWEDPZMSVFEF::XBMIVRRWGCYBTQ,0,,,,
DIWRORZWFLOCLC,VREFGVBLTWBCJP,Lorazepam,Alprazolam,DIWRORZWFLOCLC::VREFGVBLTWBCJP,2706,3506.196369201541,988.0324155783812,1,18893294
FTLDJPRFCGDUFH,ZUQBAQVRAURMCL,Oxetacaine,Lometrexol,FTLDJPRFCGDUFH::ZUQBAQVRAURMCL,0,,,,
SBNKFTQSBPKMBZ,WZHCOOQXZCIUNC,Ethenzamide,Cyclandelate,SBNKFTQSBPKMBZ::WZHCOOQXZCIUNC,0,,,,
MFFMDFFZMYYVKS,NXFQHRVNIOXGAQ,Sitagliptin,Nitrofurantoin,MFFMDFFZMYYVKS::NXFQHRVNIOXGAQ,38,,,,
GUONSMXZEYTWML,LMJSLTNSBFUCMU,Difemerine,"6-CHLORO-3-(DICHLOROMETHYL)-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-7-SULFONAMIDE 1,1-DIOXIDE",GUONSMXZEYTWML::LMJSLTNSBFUCMU,0,,,,
PFENFDGYVLAFBR,TZXKOCQBRNJULO,Tinoridine,Deferiprone,PFENFDGYVLAFBR::TZXKOCQBRNJULO,0,,,,
DMDGGSIALPNSEE,KXNPVXPOPUZYGB,Hydroflumethiazide,Argatroban,DMDGGSIALPNSEE::KXNPVXPOPUZYGB,0,,,,
RBTBFTRPCNLSDE,XAGFODPZIPBFFR,Methylene blue,Aluminium,RBTBFTRPCNLSDE::XAGFODPZIPBFFR,0,,,,
VTTONGPRPXSUTJ,XBMIVRRWGCYBTQ,Bufotenine,Alphacetylmethadol,VTTONGPRPXSUTJ::XBMIVRRWGCYBTQ,0,,,,
RTZKZFJDLAIYFH,VRYMTAVOXVTQEF,Diethyl ether,Moxisylyte,RTZKZFJDLAIYFH::VRYMTAVOXVTQEF,0,,,,
AIUHRQHVWSUTGJ,RQXCLMGKHJWMOA,Thiopropazate,Pridinol,AIUHRQHVWSUTGJ::RQXCLMGKHJWMOA,0,,,,
ALEXXDVDDISNDU,VXIXUWQIVKSKSA,Hydrocortisone acetate,4-hydroxycoumarin,ALEXXDVDDISNDU::VXIXUWQIVKSKSA,0,,,,
BPEWUONYVDABNZ,CAJIGINSTLKQMM,Testolactone,Propoxycaine,BPEWUONYVDABNZ::CAJIGINSTLKQMM,0,,,,
CMHHMUWAYWTMGS,PBUUPFTVAPUWDE,Oxybuprocaine,Mafosfamide,CMHHMUWAYWTMGS::PBUUPFTVAPUWDE,0,,,,
RSIHSRDYCUFFLA,XSFJVAJPIHIPKU,Boldenone,Flunisolide,RSIHSRDYCUFFLA::XSFJVAJPIHIPKU,0,,,,
CQXADFVORZEARL,HIFJCPQKFCZDDL,Rilmenidine,Iloprost,CQXADFVORZEARL::HIFJCPQKFCZDDL,0,,,,
GKIRPKYJQBWNGO,WRFHGDPIDHPWIQ,Clomifene,Sparsentan,GKIRPKYJQBWNGO::WRFHGDPIDHPWIQ,0,,,,
NNJVILVZKWQKPM,SUJUHGSWHZTSEU,Lidocaine,Tipranavir,NNJVILVZKWQKPM::SUJUHGSWHZTSEU,0,,,,
DDINXHAORAAYAD,MEZLKOACVSPNER,Aripiprazole lauroxil,L-deprenyl-D2 C-11,DDINXHAORAAYAD::MEZLKOACVSPNER,0,,,,
CYDMQBQPVICBEU,MVFGUOIZUNYYSO,Chlortetracycline,Prilocaine,CYDMQBQPVICBEU::MVFGUOIZUNYYSO,0,,,,
NSTRIRCPWQHTIA,WEXRUCMBJFQVBZ,Carbetocin,Pentobarbital,NSTRIRCPWQHTIA::WEXRUCMBJFQVBZ,0,,,,
FFGPTBGBLSHEPO,XCTYLCDETUVOIP,Carbamazepine,Thiethylperazine,FFGPTBGBLSHEPO::XCTYLCDETUVOIP,2,,,,
ALAXZYHFVBSJKZ,LLDXOPKUNJTIRF,Endralazine,Solabegron,ALAXZYHFVBSJKZ::LLDXOPKUNJTIRF,0,,,,
JIVPVXMEBJLZRO,RNFNDJAIBTYOQL,2-chloro-5-[(1S)-1-hydroxy-3-oxo-2H-isoindol-1-yl]benzenesulfonamide,Chloral hydrate,JIVPVXMEBJLZRO::RNFNDJAIBTYOQL,0,,,,
PMRYVIKBURPHAH,XDRYMKDFEDOLFX,Methimazole,Pentamidine,PMRYVIKBURPHAH::XDRYMKDFEDOLFX,10,,,,
UEJJHQNACJXSKW,UYIFTLBWAOGQBI,Thalidomide,Estradiol benzoate,UEJJHQNACJXSKW::UYIFTLBWAOGQBI,0,,,,
GULNIHOSWFYMRN,JAUOIFJMECXRGI,Thonzylamine,Desloratadine,GULNIHOSWFYMRN::JAUOIFJMECXRGI,0,,,,
HUPFGZXOMWLGNK,VYCMAAOURFJIHD,Diflunisal,BQ-123,HUPFGZXOMWLGNK::VYCMAAOURFJIHD,0,,,,
NQTRBZXDWMDXAQ,VMZUTJCNQWMAGF,Cinazepam,Etizolam,NQTRBZXDWMDXAQ::VMZUTJCNQWMAGF,0,,,,
SLVMESMUVMCQIY,XBJBPGROQZJDOJ,Mesoridazine,Fleroxacin,SLVMESMUVMCQIY::XBJBPGROQZJDOJ,0,,,,
DOMXUEMWDBAQBQ,QXWZQTURMXZVHJ,Terbinafine,Selexipag,DOMXUEMWDBAQBQ::QXWZQTURMXZVHJ,0,,,,
HPFVBGJFAYZEBE,IMWZZHHPURKASS,Testosterone cypionate,Metaxalone,HPFVBGJFAYZEBE::IMWZZHHPURKASS,18,,,,
DKNWSYNQZKUICI,DMNOVGJWPASQDL,Amantadine,Oliceridine,DKNWSYNQZKUICI::DMNOVGJWPASQDL,0,,,,
RUOKEQAAGRXIBM,WAOQONBSWFLFPE,N-Propargyl-1(S)-Aminoindan,Raclopride,RUOKEQAAGRXIBM::WAOQONBSWFLFPE,0,,,,
GWFOVSGRNGAGDL,UVTNFZQICZKOEM,Lobucavir,Disopyramide,GWFOVSGRNGAGDL::UVTNFZQICZKOEM,0,,,,
JZUFKLXOESDKRF,MVMQESMQSYOVGV,Hydrochlorothiazide,Dimetindene,JZUFKLXOESDKRF::MVMQESMQSYOVGV,85,,,,
BNRNXUUZRGQAQC,DJQOOSBJCLSSEY,Sildenafil,Acipimox,BNRNXUUZRGQAQC::DJQOOSBJCLSSEY,0,,,,
CYQFCXCEBYINGO,FIADGNVRKBPQEU,Dronabinol,Pizotifen,CYQFCXCEBYINGO::FIADGNVRKBPQEU,0,,,,
SYLKGLMBLAAGSC,ZYGHJZDHTFUPRJ,Cefsulodin,Coumarin,SYLKGLMBLAAGSC::ZYGHJZDHTFUPRJ,0,,,,
IXTMWRCNAAVVAI,UXNXMBYCBRBRFD,Dofetilide,Berotralstat,IXTMWRCNAAVVAI::UXNXMBYCBRBRFD,0,,,,
BMKDZUISNHGIBY,VEQOALNAAJBPNY,Dexrazoxane,Antipyrine,BMKDZUISNHGIBY::VEQOALNAAJBPNY,0,,,,
ASXBYYWOLISCLQ,HYWYRSMBCFDLJT,Dihydrostreptomycin,Nimesulide,ASXBYYWOLISCLQ::HYWYRSMBCFDLJT,0,,,,
CBRJPFGIXUFMTM,UMSGKTJDUHERQW,Ritlecitinib,Brotizolam,CBRJPFGIXUFMTM::UMSGKTJDUHERQW,0,,,,
QLFZZSKTJWDQOS,XAXMYHMKTCNRRZ,Doramectin,Cinolazepam,QLFZZSKTJWDQOS::XAXMYHMKTCNRRZ,0,,,,
CUHVIMMYOGQXCV,HPNSFSBZBAHARI,Dexmedetomidine,Mycophenolic acid,CUHVIMMYOGQXCV::HPNSFSBZBAHARI,91,,,,
LQQIVYSCPWCSSD,UJVDJAPJQWZRFR,Dexetimide,Macimorelin,LQQIVYSCPWCSSD::UJVDJAPJQWZRFR,0,,,,
IMYZQPCYWPFTAG,OFVLGDICTFRJMM,Dexmecamylamine,Tetracycline,IMYZQPCYWPFTAG::OFVLGDICTFRJMM,0,,,,
RHAXSHUQNIEUEY,VXMOONUMYLCFJD,Epirizole,Barnidipine,RHAXSHUQNIEUEY::VXMOONUMYLCFJD,0,,,,
GIIZNNXWQWCKIB,QOIGKGMMAGJZNZ,Salmeterol,Gepirone,GIIZNNXWQWCKIB::QOIGKGMMAGJZNZ,0,,,,
FDXQKWSTUZCCTM,VZYCZNZBPPHOFY,Oxaprotiline,Thioproperazine,FDXQKWSTUZCCTM::VZYCZNZBPPHOFY,0,,,,
BRZANEXCSZCZCI,IZBNNCFOBMGTQX,Nifenazone,Etoperidone,BRZANEXCSZCZCI::IZBNNCFOBMGTQX,0,,,,
GUGOEEXESWIERI,UOACKFBJUYNSLK,Terfenadine,Estradiol cypionate,GUGOEEXESWIERI::UOACKFBJUYNSLK,0,,,,
TZRXHJWUDPFEEY,WXXSNCNJFUAIDG,Pentaerythritol tetranitrate,Riociguat,TZRXHJWUDPFEEY::WXXSNCNJFUAIDG,0,,,,
IPVQLZZIHOAWMC,JHFNIHVVXRKLEF,Perindopril,Ceftolozane,IPVQLZZIHOAWMC::JHFNIHVVXRKLEF,0,,,,
DVLBYTMYSMAKHP,WLWFNJKHKGIJNW,Butaperazine,Phensuximide,DVLBYTMYSMAKHP::WLWFNJKHKGIJNW,0,,,,
IQVRBWUUXZMOPW,VVUYEFBRTFASAH,Istradefylline,Bamifylline,IQVRBWUUXZMOPW::VVUYEFBRTFASAH,0,,,,
CESYKOGBSMNBPD,CZMRCDWAGMRECN,Methyclothiazide,Iron sucrose,CESYKOGBSMNBPD::CZMRCDWAGMRECN,0,,,,
HYHMLYSLQUKXKP,PYNXFZCZUAOOQC,Bempedoic acid,Sacubitril,HYHMLYSLQUKXKP::PYNXFZCZUAOOQC,16,,,,
ALARQZQTBTVLJV,JTPUMZTWMWIVPA,Methylphenobarbital,Isopropamide,ALARQZQTBTVLJV::JTPUMZTWMWIVPA,0,,,,
FEBLZLNTKCEFIT,YPHDIMUXXABSSO,Fluocinolone acetonide,PF-00610355,FEBLZLNTKCEFIT::YPHDIMUXXABSSO,0,,,,
HJDYAOBDPZQHOD,NPEYATQABYMBPM,Tiemonium iodide,Magnesium trisilicate,HJDYAOBDPZQHOD::NPEYATQABYMBPM,0,,,,
MHPZZZZLAQGTHT,NNYBQONXHNTVIJ,Mebrofenin,(R)-etodolac,MHPZZZZLAQGTHT::NNYBQONXHNTVIJ,0,,,,
JOFWLTCLBGQGBO,NOSIYYJFMPDDSA,Triazolam,Acepromazine,JOFWLTCLBGQGBO::NOSIYYJFMPDDSA,0,,,,
KSCFJBIXMNOVSH,XPPKVPWEQAFLFU,Dyphylline,Ferric pyrophosphate,KSCFJBIXMNOVSH::XPPKVPWEQAFLFU,0,,,,
DGBIGWXXNGSACT,DPYMFVXJLLWWEU,Clonazepam,Desflurane,DGBIGWXXNGSACT::DPYMFVXJLLWWEU,30,,,,
GUGOEEXESWIERI,YELGFTGWJGBAQU,Terfenadine,Mephedrone,GUGOEEXESWIERI::YELGFTGWJGBAQU,0,,,,
GFHAXPJGXSQLPT,NOIIUHRQUVNIDD,Cenobamate,Nialamide,GFHAXPJGXSQLPT::NOIIUHRQUVNIDD,0,,,,
CUIHSIWYWATEQL,MKJIEFSOBYUXJB,Pazopanib,Deutetrabenazine,CUIHSIWYWATEQL::MKJIEFSOBYUXJB,0,,,,
ASPOIVQEUUCDQT,OZWKMVRBQXNZKK,Nitroprusside,Ketorolac,ASPOIVQEUUCDQT::OZWKMVRBQXNZKK,0,,,,
HWGQMRYQVZSGDQ,IUWVALYLNVXWKX,Talazoparib,Butamben,HWGQMRYQVZSGDQ::IUWVALYLNVXWKX,0,,,,
JYGXADMDTFJGBT,WWZKQHOCKIZLMA,Hydrocortisone,Caprylic acid,JYGXADMDTFJGBT::WWZKQHOCKIZLMA,25,,,,
BALLNEJQLSTPIO,PHWBOXQYWZNQIN,Fruquintinib,Ticlopidine,BALLNEJQLSTPIO::PHWBOXQYWZNQIN,0,,,,
YXSLJKQTIDHPOT,ZZUFCTLCJUWOSV,Atracurium besylate,Furosemide,YXSLJKQTIDHPOT::ZZUFCTLCJUWOSV,379,,,,
GKIRPKYJQBWNGO,OUJTZYPIHDYQMC,Clomifene,Ambrisentan,GKIRPKYJQBWNGO::OUJTZYPIHDYQMC,0,,,,
PZRHRDRVRGEVNW,RGHNJXZEOKUKBD,Milrinone,Calcium gluconate,PZRHRDRVRGEVNW::RGHNJXZEOKUKBD,22,,,,
AOJJSUZBOXZQNB,FDKXTQMXEQVLRF,Doxorubicin,Dacarbazine,AOJJSUZBOXZQNB::FDKXTQMXEQVLRF,2451,,,,
FHFYDNQZQSQIAI,SWMDAPWAQQTBOG,Pefloxacin,Fostemsavir,FHFYDNQZQSQIAI::SWMDAPWAQQTBOG,0,,,,
UOACKFBJUYNSLK,WFPIAZLQTJBIFN,Estradiol cypionate,Clopenthixol,UOACKFBJUYNSLK::WFPIAZLQTJBIFN,0,,,,
CFMYXEVWODSLAX,GZOSMCIZMLWJML,Tetrodotoxin,Abiraterone,CFMYXEVWODSLAX::GZOSMCIZMLWJML,0,,,,
VGKDLMBJGBXTGI,ZSCDBOWYZJWBIY,Sertraline,Trimipramine,VGKDLMBJGBXTGI::ZSCDBOWYZJWBIY,51,,,,
GCKMFJBGXUYNAG,INWLQCZOYSRPNW,Methyltestosterone,Mepivacaine,GCKMFJBGXUYNAG::INWLQCZOYSRPNW,0,,,,
HSUGRBWQSSZJOP,WOXKDUGGOYFFRN,Diltiazem,Tadalafil,HSUGRBWQSSZJOP::WOXKDUGGOYFFRN,691,134475.13872832368,7993.172978068218,1,17680640
FIQOFIRCTOWDOW,SKZKKFZAGNVIMN,Temocapril,Salicylamide,FIQOFIRCTOWDOW::SKZKKFZAGNVIMN,0,,,,
FABPRXSRWADJSP,NWIUTZDMDHAVTP,Moxifloxacin,Betaxolol,FABPRXSRWADJSP::NWIUTZDMDHAVTP,81,,,,
IQVRBWUUXZMOPW,XEDHVZKDSYZQBF,Istradefylline,Lasmiditan,IQVRBWUUXZMOPW::XEDHVZKDSYZQBF,0,,,,
OEYIOHPDSNJKLS,ORFOPKXBNMVMKC,Choline,Ceftazidime,OEYIOHPDSNJKLS::ORFOPKXBNMVMKC,230,19185.008658008657,6603.604463177308,1,17040020
LGYTZKPVOAIUKX,VMMYRRFPMAGXNP,Kebuzone,Ritobegron,LGYTZKPVOAIUKX::VMMYRRFPMAGXNP,0,,,,
FDKXTQMXEQVLRF,RRYMAQUWDLIUPV,Dacarbazine,Cefacetrile,FDKXTQMXEQVLRF::RRYMAQUWDLIUPV,0,,,,
AVKUERGKIZMTKX,LSQZJLSUYDQPKJ,Ampicillin,Amoxicillin,AVKUERGKIZMTKX::LSQZJLSUYDQPKJ,610,2030.7364320785596,622.6186791858515,1,17061617
DQKXQSGTHWVTAD,IBLNKMRFIPWSOY,Pramocaine,Stiripentol,DQKXQSGTHWVTAD::IBLNKMRFIPWSOY,0,,,,
GZUITABIAKMVPG,YOZBGTLTNGAVFU,Raloxifene,Roxadustat,GZUITABIAKMVPG::YOZBGTLTNGAVFU,0,,,,
MZBLZLWXUBZHSL,NEMGRZFTLSKBAP,Voxilaprevir,Safinamide,MZBLZLWXUBZHSL::NEMGRZFTLSKBAP,0,,,,
BOVGTQGAOIONJV,XRVJPLDTMUSSDE,Gliclazide,Sulfadicramide,BOVGTQGAOIONJV::XRVJPLDTMUSSDE,0,,,,
HUYWAWARQUIQLE,INJOMKTZOLKMBF,Isoetharine,Guanfacine,HUYWAWARQUIQLE::INJOMKTZOLKMBF,0,,,,
UCTWMZQNUQWSLP,WRYZEGZNBYOMLE,Epinephrine,Hydracarbazine,UCTWMZQNUQWSLP::WRYZEGZNBYOMLE,0,,,,
LZCOQTDXKCNBEE,PHVGLTMQBUFIQQ,Methscopolamine,Nortriptyline,LZCOQTDXKCNBEE::PHVGLTMQBUFIQQ,2,,,,
PDMMFKSKQVNJMI,UOACKFBJUYNSLK,Testosterone propionate,Estradiol cypionate,PDMMFKSKQVNJMI::UOACKFBJUYNSLK,1,,,,
JICJBGPOMZQUBB,VOVIALXJUBGFJZ,Tianeptine,Budesonide,JICJBGPOMZQUBB::VOVIALXJUBGFJZ,0,,,,
XKFPYPQQHFEXRZ,XVGOZDAJGBALKS,Isocarboxazid,Blonanserin,XKFPYPQQHFEXRZ::XVGOZDAJGBALKS,0,,,,
MNJVRJDLRVPLFE,PMRYVIKBURPHAH,Etoricoxib,Methimazole,MNJVRJDLRVPLFE::PMRYVIKBURPHAH,6,,,,
CJQNBXFUHQZFOE,NXFQHRVNIOXGAQ,Testosterone succinate,Nitrofurantoin,CJQNBXFUHQZFOE::NXFQHRVNIOXGAQ,0,,,,
JCRIVQIOJSSCQD,NSQSAUGJQHDYNO,Barbexaclone,Tazemetostat,JCRIVQIOJSSCQD::NSQSAUGJQHDYNO,0,,,,
NEMGRZFTLSKBAP,VYCMAAOURFJIHD,Safinamide,BQ-123,NEMGRZFTLSKBAP::VYCMAAOURFJIHD,0,,,,
KRMDCWKBEZIMAB,MTCUAOILFDZKCO,Amitriptyline,Decamethonium,KRMDCWKBEZIMAB::MTCUAOILFDZKCO,0,,,,
MWQCHHACWWAQLJ,XEDHVZKDSYZQBF,Prazepam,Lasmiditan,MWQCHHACWWAQLJ::XEDHVZKDSYZQBF,0,,,,
GKNPSSNBBWDAGH,MOYGZHXDRJNJEP,Mepenzolate,Buclizine,GKNPSSNBBWDAGH::MOYGZHXDRJNJEP,0,,,,
NSKGQURZWSPSBC,PWYYWQHXAPXYMF,Ribostamycin,Strontium cation Sr-89,NSKGQURZWSPSBC::PWYYWQHXAPXYMF,0,,,,
ULXXDDBFHOBEHA,XRVDGNKRPOAQTN,Afatinib,Ozanimod,ULXXDDBFHOBEHA::XRVDGNKRPOAQTN,0,,,,
RRGUKTPIGVIEKM,RZQNBTMGBODDSK,Cilostazol,Bicisate,RRGUKTPIGVIEKM::RZQNBTMGBODDSK,0,,,,
BTCRKOKVYTVOLU,NDAUXUAQIAJITI,Bexagliflozin,Albuterol,BTCRKOKVYTVOLU::NDAUXUAQIAJITI,0,,,,
HGVDHZBSSITLCT,PIBARDGJJAGJAJ,Edoxaban,Danicopan,HGVDHZBSSITLCT::PIBARDGJJAGJAJ,0,,,,
FKNXQNWAXFXVNW,VRBKIVRKKCLPHA,Procaterol,Nefazodone,FKNXQNWAXFXVNW::VRBKIVRKKCLPHA,0,,,,
MDLAAYDRRZXJIF,ODAIHABQVKJNIY,Penfluridol,Perindoprilat,MDLAAYDRRZXJIF::ODAIHABQVKJNIY,0,,,,
CJOFXWAVKWHTFT,OZWKMVRBQXNZKK,Fluvoxamine,Ketorolac,CJOFXWAVKWHTFT::OZWKMVRBQXNZKK,7,,,,
KFQYTPMOWPVWEJ,RJKFOVLPORLFTN,Rotigotine,Progesterone,KFQYTPMOWPVWEJ::RJKFOVLPORLFTN,0,,,,
KQXKVJAGOJTNJS,SSOLNOMRVKKSON,Penbutolol,Proguanil,KQXKVJAGOJTNJS::SSOLNOMRVKKSON,0,,,,
DHMTURDWPRKSOA,FWYSMLBETOMXAG,Lonafarnib,Letermovir,DHMTURDWPRKSOA::FWYSMLBETOMXAG,0,,,,
GJSURZIOUXUGAL,YFAGHNZHGGCZAX,Clonidine,Dicloxacillin,GJSURZIOUXUGAL::YFAGHNZHGGCZAX,15,,,,
BPZSYCZIITTYBL,PMATZTZNYRCHOR,Arformoterol,Cyclosporine,BPZSYCZIITTYBL::PMATZTZNYRCHOR,41,,,,
FKRSSPOQAMALKA,JYIKNQVWKBUSNH,Daclatasvir,Caspofungin,FKRSSPOQAMALKA::JYIKNQVWKBUSNH,0,,,,
FUBVWMNBEHXPSU,WSEQXVZVJXJVFP,Moricizine,Citalopram,FUBVWMNBEHXPSU::WSEQXVZVJXJVFP,0,,,,
CIWBSHSKHKDKBQ,FHXBMXJMKMWVRG,Ascorbic acid,Estradiol acetate,CIWBSHSKHKDKBQ::FHXBMXJMKMWVRG,2,,,,
ALAXZYHFVBSJKZ,IYMMESGOJVNCKV,Endralazine,Rimiterol,ALAXZYHFVBSJKZ::IYMMESGOJVNCKV,0,,,,
FEJKLNWAOXSSNR,HPFVBGJFAYZEBE,Benorilate,Testosterone cypionate,FEJKLNWAOXSSNR::HPFVBGJFAYZEBE,0,,,,
IDBPHNDTYPBSNI,MREBEPTUUMTTIA,Alfentanil,Azimilide,IDBPHNDTYPBSNI::MREBEPTUUMTTIA,0,,,,
