drug_a_ik14,drug_b_ik14,a_name,b_name,pair_id,n_faers_reports,faers_prr_max_strict,faers_ror95_lcl_max_strict,faers_pt_covered_strict,faers_best_pt_code_strict
GFBKORZTTCHDGY,JTTAUPUMOLRVRA,Thiothixene,Prothipendyl,GFBKORZTTCHDGY::JTTAUPUMOLRVRA,0,,,,
PYNXFZCZUAOOQC,UDSFVOAUHKGBEK,Sacubitril,Testosterone undecanoate,PYNXFZCZUAOOQC::UDSFVOAUHKGBEK,0,,,,
BRZYSWJRSDMWLG,UBQNRHZMVUUOMG,Geneticin,Zonisamide,BRZYSWJRSDMWLG::UBQNRHZMVUUOMG,0,,,,
GCFBRXLSHGKWDP,UUCMDZWCRNZCOY,Cefoperazone,Ditazole,GCFBRXLSHGKWDP::UUCMDZWCRNZCOY,0,,,,
DRBBFCLWYRJSJZ,NNULBSISHYWZJU,Phosphocreatine,Ceftizoxime,DRBBFCLWYRJSJZ::NNULBSISHYWZJU,0,,,,
GBBSUAFBMRNDJC,ZYGHJZDHTFUPRJ,Eszopiclone,Coumarin,GBBSUAFBMRNDJC::ZYGHJZDHTFUPRJ,2,,,,
CXOFVDLJLONNDW,ZSDBFLMJVAGKOU,Phenytoin,Glycerol phenylbutyrate,CXOFVDLJLONNDW::ZSDBFLMJVAGKOU,1,,,,
JRURYQJSLYLRLN,PXBVEXGRHZFEOF,Entacapone,Camazepam,JRURYQJSLYLRLN::PXBVEXGRHZFEOF,0,,,,
BXNANOICGRISHX,WNMJYKCGWZFFKR,Coumaphos,Alfuzosin,BXNANOICGRISHX::WNMJYKCGWZFFKR,0,,,,
NVOYVOBDTVTBDX,QAOWNCQODCNURD,Oxitropium,Aluminum sulfate,NVOYVOBDTVTBDX::QAOWNCQODCNURD,0,,,,
BYPFEZZEUUWMEJ,WYWIFABBXFUGLM,Pentoxifylline,Oxymetazoline,BYPFEZZEUUWMEJ::WYWIFABBXFUGLM,1,,,,
FVYUQFQCEOZYHZ,ZMCBYSBVJIMENC,Oxaflozane,Tricaine,FVYUQFQCEOZYHZ::ZMCBYSBVJIMENC,0,,,,
HUNXMJYCHXQEGX,ZAFYATHCZYHLPB,Zaleplon,Zolpidem,HUNXMJYCHXQEGX::ZAFYATHCZYHLPB,51,,,,
AJOQSQHYDOFIOX,KORNTPPJEAJQIU,Pheneturide,Cabergoline,AJOQSQHYDOFIOX::KORNTPPJEAJQIU,0,,,,
BUGYDGFZZOZRHP,XRECTZIEBJDKEO,Memantine,Flucytosine,BUGYDGFZZOZRHP::XRECTZIEBJDKEO,0,,,,
QXAITBQSYVNQDR,ZPAKPRAICRBAOD,Amitraz,Fenbufen,QXAITBQSYVNQDR::ZPAKPRAICRBAOD,0,,,,
LBERVHLCXUMDOT,RKHQGWMMUURILY,Testosterone decanoate,Cortivazol,LBERVHLCXUMDOT::RKHQGWMMUURILY,0,,,,
AXOIZCJOOAYSMI,NCNFDKWULDWJDS,Succinylcholine,Cilansetron,AXOIZCJOOAYSMI::NCNFDKWULDWJDS,0,,,,
BMAAMIIYNNPHAB,WHTVZRBIWZFKQO,Linzagolix,Chloroquine,BMAAMIIYNNPHAB::WHTVZRBIWZFKQO,0,,,,
CKLJMWTZIZZHCS,GKQPCPXONLDCMU,Aspartic acid,Lacidipine,CKLJMWTZIZZHCS::GKQPCPXONLDCMU,0,,,,
ALFGKMXHOUSVAD,NQTRBZXDWMDXAQ,Ketobemidone,Cinazepam,ALFGKMXHOUSVAD::NQTRBZXDWMDXAQ,0,,,,
NTJOBXMMWNYJFB,ZAFYATHCZYHLPB,Amisulpride,Zolpidem,NTJOBXMMWNYJFB::ZAFYATHCZYHLPB,74,,,,
HQIRNZOQPUAHHV,JZFPYUNJRRFVQU,Bupranolol,Niflumic acid,HQIRNZOQPUAHHV::JZFPYUNJRRFVQU,0,,,,
UHLOVGKIEARANS,XCTYLCDETUVOIP,Tripamide,Thiethylperazine,UHLOVGKIEARANS::XCTYLCDETUVOIP,0,,,,
CXDWHYOBSJTRJU,DDBREPKUVSBGFI,Algestone,Phenobarbital,CXDWHYOBSJTRJU::DDBREPKUVSBGFI,0,,,,
NRUKOCRGYNPUPR,VJJPUSNTGOMMGY,Teniposide,Etoposide,NRUKOCRGYNPUPR::VJJPUSNTGOMMGY,37,,,,
HJJRIJDTIPFROI,UXIGWFXRQKWHHA,Cefcapene,Iothalamic acid,HJJRIJDTIPFROI::UXIGWFXRQKWHHA,0,,,,
NRUKOCRGYNPUPR,RONZAEMNMFQXRA,Teniposide,Esmirtazapine,NRUKOCRGYNPUPR::RONZAEMNMFQXRA,0,,,,
RDOIQAHITMMDAJ,SMANXXCATUTDDT,Loperamide,Flunarizine,RDOIQAHITMMDAJ::SMANXXCATUTDDT,2,,,,
WWYNJERNGUHSAO,YVUQSNJEYSNKRX,Levonorgestrel,Pimozide,WWYNJERNGUHSAO::YVUQSNJEYSNKRX,0,,,,
DWYRIWUZIJHQKQ,UAWXGRJVZSAUSZ,Avapritinib,Licofelone,DWYRIWUZIJHQKQ::UAWXGRJVZSAUSZ,0,,,,
QYIYFLOTGYLRGG,ZXIBCJHYVWYIKI,Cefaclor,Ximelagatran,QYIYFLOTGYLRGG::ZXIBCJHYVWYIKI,0,,,,
CURUTKGFNZGFSE,WJCNZQLZVWNLKY,Dicyclomine,Thiabendazole,CURUTKGFNZGFSE::WJCNZQLZVWNLKY,0,,,,
GCFBRXLSHGKWDP,KQXKVJAGOJTNJS,Cefoperazone,Penbutolol,GCFBRXLSHGKWDP::KQXKVJAGOJTNJS,0,,,,
JZFPYUNJRRFVQU,ZSDBFLMJVAGKOU,Niflumic acid,Glycerol phenylbutyrate,JZFPYUNJRRFVQU::ZSDBFLMJVAGKOU,0,,,,
JXEHXYFSIOYTAH,UNRHXEPDKXPRTM,Imagabalin,Sultopride,JXEHXYFSIOYTAH::UNRHXEPDKXPRTM,0,,,,
DMDGGSIALPNSEE,YUGCAAVRZWBXEQ,Hydroflumethiazide,Previtamin D(3),DMDGGSIALPNSEE::YUGCAAVRZWBXEQ,0,,,,
GXJABQQUPOEUTA,VVUYEFBRTFASAH,Bortezomib,Bamifylline,GXJABQQUPOEUTA::VVUYEFBRTFASAH,0,,,,
MBWXNTAXLNYFJB,QXKHYNVANLEOEG,Phylloquinone,Methoxsalen,MBWXNTAXLNYFJB::QXKHYNVANLEOEG,10,,,,
JOFWLTCLBGQGBO,XRWSZZJLZRKHHD,Triazolam,Asunaprevir,JOFWLTCLBGQGBO::XRWSZZJLZRKHHD,0,,,,
LVWZTYCIRDMTEY,NNACHAUCXXVJSP,Metamizole,Pitolisant,LVWZTYCIRDMTEY::NNACHAUCXXVJSP,0,,,,
GKDRMWXFWHEQQT,LZFZMUMEGBBDTC,Fostamatinib,Enalaprilat,GKDRMWXFWHEQQT::LZFZMUMEGBBDTC,0,,,,
CXQWRCVTCMQVQX,NJDUWAXIURWWLN,Taxifolin,Clorindione,CXQWRCVTCMQVQX::NJDUWAXIURWWLN,0,,,,
DOBMPNYZJYQDGZ,MTMZZIPTQITGCY,Dicoumarol,Moxestrol,DOBMPNYZJYQDGZ::MTMZZIPTQITGCY,0,,,,
KYYIDSXMWOZKMP,LUMAEVHDZXIGEP,Desvenlafaxine,Protokylol,KYYIDSXMWOZKMP::LUMAEVHDZXIGEP,0,,,,
WFPIAZLQTJBIFN,XEDHVZKDSYZQBF,Clopenthixol,Lasmiditan,WFPIAZLQTJBIFN::XEDHVZKDSYZQBF,0,,,,
PDGKHKMBHVFCMG,ZGUGWUXLJSTTMA,Trilaciclib,Promazine,PDGKHKMBHVFCMG::ZGUGWUXLJSTTMA,0,,,,
RSKQGBFMNPDPLR,SLWGJZPKHAXZQL,Niaprazine,Emylcamate,RSKQGBFMNPDPLR::SLWGJZPKHAXZQL,0,,,,
NBRBXGKOEOGLOI,OGQICQVSFDPSEI,Dasabuvir,Tazarotene,NBRBXGKOEOGLOI::OGQICQVSFDPSEI,0,,,,
LMOINURANNBYCM,VOVIALXJUBGFJZ,Orciprenaline,Budesonide,LMOINURANNBYCM::VOVIALXJUBGFJZ,3,,,,
AJOQSQHYDOFIOX,ISWSIDIOOBJBQZ,Pheneturide,Phenol,AJOQSQHYDOFIOX::ISWSIDIOOBJBQZ,0,,,,
BMPDWHIDQYTSHX,UHSKFQJFRQCDBE,Eslicarbazepine,Ropinirole,BMPDWHIDQYTSHX::UHSKFQJFRQCDBE,0,,,,
FTLDJPRFCGDUFH,GZOSMCIZMLWJML,Oxetacaine,Abiraterone,FTLDJPRFCGDUFH::GZOSMCIZMLWJML,0,,,,
XWLUWCNOOVRFPX,XZXHXSATPCNXJR,Fosphenytoin,Nintedanib,XWLUWCNOOVRFPX::XZXHXSATPCNXJR,0,,,,
IUWVALYLNVXWKX,ZUQBAQVRAURMCL,Butamben,Lometrexol,IUWVALYLNVXWKX::ZUQBAQVRAURMCL,0,,,,
CEMAWMOMDPGJMB,CEUORZQYGODEFX,Oxprenolol,Aripiprazole,CEMAWMOMDPGJMB::CEUORZQYGODEFX,1,,,,
OZOMQRBLCMDCEG,RNFNDJAIBTYOQL,Dantrolene,Chloral hydrate,OZOMQRBLCMDCEG::RNFNDJAIBTYOQL,1,,,,
GUONSMXZEYTWML,ZBBHBTPTTSWHBA,Difemerine,Nicardipine,GUONSMXZEYTWML::ZBBHBTPTTSWHBA,0,,,,
CEMAWMOMDPGJMB,CJAWPFJGFFNXQI,Oxprenolol,MK-212,CEMAWMOMDPGJMB::CJAWPFJGFFNXQI,0,,,,
CBQGYUDMJHNJBX,GVGLGOZIDCSQPN,Esreboxetine,Diamorphine,CBQGYUDMJHNJBX::GVGLGOZIDCSQPN,0,,,,
JDOZJEUDSLGTLU,YFGHCGITMMYXAQ,Prednisolone phosphate,Armodafinil,JDOZJEUDSLGTLU::YFGHCGITMMYXAQ,1,,,,
RSEPBGGWRJCQGY,WRGOVNKNTPWHLZ,Estradiol valerate,Tioclomarol,RSEPBGGWRJCQGY::WRGOVNKNTPWHLZ,0,,,,
RGHNJXZEOKUKBD,UHRBTBZOWWGKMK,Calcium gluconate,Flomoxef,RGHNJXZEOKUKBD::UHRBTBZOWWGKMK,2,,,,
GJSURZIOUXUGAL,LXIKEPCNDFVJKC,Clonidine,Tenidap,GJSURZIOUXUGAL::LXIKEPCNDFVJKC,0,,,,
DDFOUSQFMYRUQK,VYFYYTLLBUKUHU,Isavuconazole,Dopamine,DDFOUSQFMYRUQK::VYFYYTLLBUKUHU,2,,,,
MCGSCOLBFJQGHM,QGJUIPDUBHWZPV,Abacavir,"(1S,3S,5S)-2-{(2S)-2-amino-2-[(1R,3S,5R,7S)-3-hydroxytricyclo[3.3.1.1~3,7~]dec-1-yl]acetyl}-2-azabicyclo[3.1.0]hexane-3-carbonitrile",MCGSCOLBFJQGHM::QGJUIPDUBHWZPV,0,,,,
ODKNJVUHOIMIIZ,UREBDLICKHMUKA,Floxuridine,Betamethasone,ODKNJVUHOIMIIZ::UREBDLICKHMUKA,12,,,,
CPBHSHYQQLFAPW,DOBMPNYZJYQDGZ,Edivoxetine,Dicoumarol,CPBHSHYQQLFAPW::DOBMPNYZJYQDGZ,0,,,,
RAFOHKSPUDGZPR,SRPNQDXRVRCTNK,Vinbarbital,Pivagabine,RAFOHKSPUDGZPR::SRPNQDXRVRCTNK,0,,,,
DCSUBABJRXZOMT,FTALBRSUTCGOEG,Cisapride,Riluzole,DCSUBABJRXZOMT::FTALBRSUTCGOEG,0,,,,
JJCFRYNCJDLXIK,NZXKDOXHBHYTKP,Cyproheptadine,Methohexital,JJCFRYNCJDLXIK::NZXKDOXHBHYTKP,0,,,,
DGAIEPBNLOQYER,DIWRORZWFLOCLC,Iopromide,Lorazepam,DGAIEPBNLOQYER::DIWRORZWFLOCLC,29,,,,
ADUKCCWBEDSMEB,RGVPOXRFEPSFGH,Prenalterol,Tretoquinol,ADUKCCWBEDSMEB::RGVPOXRFEPSFGH,0,,,,
SIGSPDASOTUPFS,ZQTNQVWKHCQYLQ,Gestodene,Dronedarone,SIGSPDASOTUPFS::ZQTNQVWKHCQYLQ,0,,,,
IBLNKMRFIPWSOY,WZPBZJONDBGPKJ,Stiripentol,Aztreonam,IBLNKMRFIPWSOY::WZPBZJONDBGPKJ,0,,,,
DKOQGJHPHLTOJR,JRYZEMHNDUZNMI,Cefpirome,Hydrolyzed Cephalothin,DKOQGJHPHLTOJR::JRYZEMHNDUZNMI,0,,,,
JUKPWJGBANNWMW,MKUXAQIIEYXACX,Eplerenone,Acyclovir,JUKPWJGBANNWMW::MKUXAQIIEYXACX,160,,,,
JUKPWJGBANNWMW,XFYDIVBRZNQMJC,Eplerenone,Tizanidine,JUKPWJGBANNWMW::XFYDIVBRZNQMJC,7,,,,
JGCMEBMXRHSZKX,ULGZDMOVFRHVEP,Macitentan,Erythromycin,JGCMEBMXRHSZKX::ULGZDMOVFRHVEP,2,,,,
OKHAOBQKCCIRLO,ZOBPZXTWZATXDG,Melengestrol,"2,4-thiazolidinedione",OKHAOBQKCCIRLO::ZOBPZXTWZATXDG,0,,,,
DQKXQSGTHWVTAD,WOSKHXYHFSIKNG,Pramocaine,Lenvatinib,DQKXQSGTHWVTAD::WOSKHXYHFSIKNG,5,,,,
DOAKLVKFURWEDJ,VYMDGNCVAMGZFE,Daptomycin,Phenylbutazone,DOAKLVKFURWEDJ::VYMDGNCVAMGZFE,0,,,,
AUZONCFQVSMFAP,XEDONBRPTABQFB,Disulfiram,Tucaresol,AUZONCFQVSMFAP::XEDONBRPTABQFB,0,,,,
KPBZROQVTHLCDU,ZAFYATHCZYHLPB,Clevidipine,Zolpidem,KPBZROQVTHLCDU::ZAFYATHCZYHLPB,0,,,,
DRBBFCLWYRJSJZ,YYUAYBYLJSNDCX,Phosphocreatine,Isoxicam,DRBBFCLWYRJSJZ::YYUAYBYLJSNDCX,0,,,,
JVLBPIPGETUEET,OLVCFLKTBJRLHI,Methylnaltrexone,Cefamandole,JVLBPIPGETUEET::OLVCFLKTBJRLHI,0,,,,
SLVMESMUVMCQIY,ZBIAKUMOEKILTF,Mesoridazine,Lidoflazine,SLVMESMUVMCQIY::ZBIAKUMOEKILTF,0,,,,
PWZUUYSISTUNDW,ZYTXTXAMMDTYDQ,Quinestrol,Vamorolone,PWZUUYSISTUNDW::ZYTXTXAMMDTYDQ,0,,,,
PNVJTZOFSHSLTO,WKWOJBUWWZTUQV,Fenthion,Homatropine methylbromide,PNVJTZOFSHSLTO::WKWOJBUWWZTUQV,0,,,,
LEBVLXFERQHONN,VKHAHZOOUSRJNA,Bupivacaine,Mifepristone,LEBVLXFERQHONN::VKHAHZOOUSRJNA,3,,,,
KRKNYBCHXYNGOX,QIPQASLPWJVQMH,Bismuth subcitrate potassium,Orbifloxacin,KRKNYBCHXYNGOX::QIPQASLPWJVQMH,0,,,,
NMKSAYKQLCHXDK,VQHSOMBJVWLPSR,Fendiline,Lactitol,NMKSAYKQLCHXDK::VQHSOMBJVWLPSR,0,,,,
FLWFHHFTIRLFPV,SGEGOXDYSFKCPT,Bumadizone,Vilazodone,FLWFHHFTIRLFPV::SGEGOXDYSFKCPT,0,,,,
DQMZLTXERSFNPB,JLICHNCFTLFZJN,Primidone,Meptazinol,DQMZLTXERSFNPB::JLICHNCFTLFZJN,0,,,,
CEUORZQYGODEFX,WSEQXVZVJXJVFP,Aripiprazole,Citalopram,CEUORZQYGODEFX::WSEQXVZVJXJVFP,2340,43520.47031183255,2657.9460264595937,3,16022530
SLFGIOIONGJGRT,SNPPWIUOZRMYNY,Cyamemazine,Bupropion,SLFGIOIONGJGRT::SNPPWIUOZRMYNY,0,,,,
DCSUBABJRXZOMT,NQDJXKOVJZTUJA,Cisapride,Nevirapine,DCSUBABJRXZOMT::NQDJXKOVJZTUJA,0,,,,
IPEHBUMCGVEMRF,MNDBXUUTURYVHR,Pyrazinamide,Roflumilast,IPEHBUMCGVEMRF::MNDBXUUTURYVHR,4,,,,
LRMJAFKKJLRDLE,SNKZJIOFVMKAOJ,Dotarizine,Tramiprosate,LRMJAFKKJLRDLE::SNKZJIOFVMKAOJ,0,,,,
OFCNXPDARWKPPY,RJKFOVLPORLFTN,Allopurinol,Progesterone,OFCNXPDARWKPPY::RJKFOVLPORLFTN,89,20276.566013071893,5969.157295966418,1,17681228
ACWBQPMHZXGDFX,JGRXMPYUTJLTKT,Valsartan,Vadadustat,ACWBQPMHZXGDFX::JGRXMPYUTJLTKT,3,,,,
FKDHHVKWGRFRTG,PBAPPPCECJKMCM,Linsidomine,Mirabegron,FKDHHVKWGRFRTG::PBAPPPCECJKMCM,0,,,,
DRHKJLXJIQTDTD,JUKPWJGBANNWMW,Tamsulosin,Eplerenone,DRHKJLXJIQTDTD::JUKPWJGBANNWMW,329,85051.63838383838,15594.912128123475,1,17777361
IKFBPFGUINLYQI,KGKJZEKQJQQOTD,Fencamfamin,Vinylbital,IKFBPFGUINLYQI::KGKJZEKQJQQOTD,0,,,,
JNYSEDHQJCOWQU,YTJIBEDMAQUYSZ,Stepronin,Cloprednol,JNYSEDHQJCOWQU::YTJIBEDMAQUYSZ,0,,,,
ATALOFNDEOCMKK,FWCVZAQENIZVMY,Aprepitant,Voxelotor,ATALOFNDEOCMKK::FWCVZAQENIZVMY,0,,,,
DZZWHBIBMUVIIW,XPCTZQVDEJYUGT,Sparfloxacin,Ferric maltol,DZZWHBIBMUVIIW::XPCTZQVDEJYUGT,0,,,,
KTHVBAZBLKXIHZ,XPYLKZZOBVLVHB,Piperidolate,Rociverine,KTHVBAZBLKXIHZ::XPYLKZZOBVLVHB,0,,,,
CYOHGALHFOKKQC,KRMDCWKBEZIMAB,Selumetinib,Amitriptyline,CYOHGALHFOKKQC::KRMDCWKBEZIMAB,1,,,,
MFYSYFVPBJMHGN,VOXZDWNPVJITMN,Cortisone,Estradiol,MFYSYFVPBJMHGN::VOXZDWNPVJITMN,94,55133.34832535886,18655.03956872179,1,16782479
MNDBXUUTURYVHR,NJCJBUHJQLFDSW,Roflumilast,Rufloxacin,MNDBXUUTURYVHR::NJCJBUHJQLFDSW,0,,,,
KZUIYQJTUIACIG,ZYGHJZDHTFUPRJ,Nomegestrol,Coumarin,KZUIYQJTUIACIG::ZYGHJZDHTFUPRJ,0,,,,
CUHVIMMYOGQXCV,JWZZKOKVBUJMES,Dexmedetomidine,Isoprenaline,CUHVIMMYOGQXCV::JWZZKOKVBUJMES,6,,,,
QGPKADBNRMWEQR,ZAFYATHCZYHLPB,Clinafloxacin,Zolpidem,QGPKADBNRMWEQR::ZAFYATHCZYHLPB,0,,,,
MWLSOWXNZPKENC,QKDHBVNJCZBTMR,Zileuton,Temafloxacin,MWLSOWXNZPKENC::QKDHBVNJCZBTMR,0,,,,
ANZXOIAKUNOVQU,PPRRDFIXUUSXRA,Bambuterol,Flibanserin,ANZXOIAKUNOVQU::PPRRDFIXUUSXRA,0,,,,
VABCILAOYCMVPS,XYKWNRUXCOIMFZ,Acenocoumarol,Tepoxalin,VABCILAOYCMVPS::XYKWNRUXCOIMFZ,0,,,,
CAHKINHBCWCHCF,KJLLKLRVCJAFRY,N-acetyltyrosine,Mebutizide,CAHKINHBCWCHCF::KJLLKLRVCJAFRY,0,,,,
KYXDNECMRLFQMZ,YXKTVDFXDRQTKV,Cimicoxib,Benzphetamine,KYXDNECMRLFQMZ::YXKTVDFXDRQTKV,0,,,,
MJJALKDDGIKVBE,UCRHFBCYFMIWHC,Ebastine,Piperaquine,MJJALKDDGIKVBE::UCRHFBCYFMIWHC,0,,,,
DKOQGJHPHLTOJR,ZPMNHBXQOOVQJL,Cefpirome,Prucalopride,DKOQGJHPHLTOJR::ZPMNHBXQOOVQJL,0,,,,
JDOZJEUDSLGTLU,UDSFVOAUHKGBEK,Prednisolone phosphate,Testosterone undecanoate,JDOZJEUDSLGTLU::UDSFVOAUHKGBEK,0,,,,
MFFMDFFZMYYVKS,QGZKDVFQNNGYKY,Sitagliptin,Ammonia N-13,MFFMDFFZMYYVKS::QGZKDVFQNNGYKY,0,,,,
HCFDWZZGGLSKEP,VREFGVBLTWBCJP,Doxylamine,Alprazolam,HCFDWZZGGLSKEP::VREFGVBLTWBCJP,126,,,,
DKNWSYNQZKUICI,FJZZPCZKBUKGGU,Amantadine,Eliglustat,DKNWSYNQZKUICI::FJZZPCZKBUKGGU,1,,,,
ILVYCEVXHALBSC,WSVOMANDJDYYEY,Mivacurium,Prednylidene,ILVYCEVXHALBSC::WSVOMANDJDYYEY,0,,,,
PFENFDGYVLAFBR,WRUUGTRCQOWXEG,Tinoridine,Pamidronic acid,PFENFDGYVLAFBR::WRUUGTRCQOWXEG,0,,,,
GQYIWUVLTXOXAJ,KKGQTZUTZRNORY,Lomustine,Fingolimod,GQYIWUVLTXOXAJ::KKGQTZUTZRNORY,0,,,,
NRUKOCRGYNPUPR,SVYCRJXQZUCUND,Teniposide,Methylprednisone,NRUKOCRGYNPUPR::SVYCRJXQZUCUND,7,,,,
HBJOXQRURQPDEX,XNKLLVCARDGLGL,Pirlimycin,Stavudine,HBJOXQRURQPDEX::XNKLLVCARDGLGL,0,,,,
PYZRQGJRPPTADH,RJKFOVLPORLFTN,Lamotrigine,Progesterone,PYZRQGJRPPTADH::RJKFOVLPORLFTN,178,,,,
ICMGLRUYEQNHPF,ZKIAIYBUSXZPLP,Urapidil,Brexpiprazole,ICMGLRUYEQNHPF::ZKIAIYBUSXZPLP,0,,,,
QSLMDECMDJKHMQ,VMZUTJCNQWMAGF,Maprotiline,Etizolam,QSLMDECMDJKHMQ::VMZUTJCNQWMAGF,0,,,,
SMANXXCATUTDDT,UWFYSQMTEOIJJG,Flunarizine,Cyproterone acetate,SMANXXCATUTDDT::UWFYSQMTEOIJJG,0,,,,
MBGGBVCUIVRRBF,RHXHGRAEPCAFML,Sulfinpyrazone,Ribociclib,MBGGBVCUIVRRBF::RHXHGRAEPCAFML,0,,,,
MSYKRHVOOPPJKU,RERZNCLIYCABFS,Brivaracetam,Harmaline,MSYKRHVOOPPJKU::RERZNCLIYCABFS,0,,,,
FDKXTQMXEQVLRF,URWAJWIAIPFPJE,Dacarbazine,Sisomicin,FDKXTQMXEQVLRF::URWAJWIAIPFPJE,0,,,,
BLCLNMBMMGCOAS,LBXHRAWDUMTPSE,Goserelin,Clopamide,BLCLNMBMMGCOAS::LBXHRAWDUMTPSE,0,,,,
MFDFERRIHVXMIY,UEFHFKKWYKVLDC,Procaine,Rifalazil,MFDFERRIHVXMIY::UEFHFKKWYKVLDC,0,,,,
PTOIAAWZLUQTIO,UJIDKYTZIQTXPM,Tasimelteon,Picosulfuric acid,PTOIAAWZLUQTIO::UJIDKYTZIQTXPM,0,,,,
IKWTVSLWAPBBKU,RJMIEHBSYVWVIN,Arsenic trioxide,Indoprofen,IKWTVSLWAPBBKU::RJMIEHBSYVWVIN,0,,,,
MUMGGOZAMZWBJJ,QDUIJCOKQCCXQY,"(1,2,6,7-3H)Testosterone",Cefozopran,MUMGGOZAMZWBJJ::QDUIJCOKQCCXQY,0,,,,
DMUAPQTXSSNEDD,XWLUWCNOOVRFPX,Midecamycin,Fosphenytoin,DMUAPQTXSSNEDD::XWLUWCNOOVRFPX,0,,,,
DDBREPKUVSBGFI,QJFSABGVXDWMIW,Phenobarbital,Azilsartan medoxomil,DDBREPKUVSBGFI::QJFSABGVXDWMIW,3,,,,
RINBGYCKMGDWPY,XMSXOLDPMGMWTH,Epitizide,Rivoglitazone,RINBGYCKMGDWPY::XMSXOLDPMGMWTH,0,,,,
FLWFHHFTIRLFPV,YSEXMKHXIOCEJA,Bumadizone,Nicergoline,FLWFHHFTIRLFPV::YSEXMKHXIOCEJA,0,,,,
MFOCDFTXLCYLKU,QGZKDVFQNNGYKY,Phendimetrazine,Ammonia N-13,MFOCDFTXLCYLKU::QGZKDVFQNNGYKY,0,,,,
AOJJSUZBOXZQNB,BVAZQCUMNICBAQ,Doxorubicin,Elbasvir,AOJJSUZBOXZQNB::BVAZQCUMNICBAQ,1,,,,
IUBSYMUCCVWXPE,JWCSIUVGFCSJCK,Metoprolol,7-((Carboxy(4-Hydroxyphenyl)Acetyl)Amino)-7-Methoxy-(3-((1-Methyl-1h-Tetrazol-5-Yl)Thio)Methyl)-8-Oxo-5-Oxa-1-Azabicyclo[4.2.0]Oct-2-Ene-2-Carboxylic Acid,IUBSYMUCCVWXPE::JWCSIUVGFCSJCK,0,,,,
BCGWQEUPMDMJNV,DDHUTBKXLWCZCO,Imipramine,Pinaverium,BCGWQEUPMDMJNV::DDHUTBKXLWCZCO,0,,,,
RKHQGWMMUURILY,RUZYUOTYCVRMRZ,Cortivazol,Doxazosin,RKHQGWMMUURILY::RUZYUOTYCVRMRZ,0,,,,
HTQMVQVXFRQIKW,MWUXSHHQAYIFBG,Candesartan,Nitric Oxide,HTQMVQVXFRQIKW::MWUXSHHQAYIFBG,53,,,,
AKFNKZFJBFQFAA,HTIQEAQVCYTUBX,Bisegliptin,Amlodipine,AKFNKZFJBFQFAA::HTIQEAQVCYTUBX,0,,,,
HDOZVRUNCMBHFH,JZQKKSLKJUAGIC,Zotepine,Pindolol,HDOZVRUNCMBHFH::JZQKKSLKJUAGIC,0,,,,
YSEXMKHXIOCEJA,ZZVUWRFHKOJYTH,Nicergoline,Dimenhydrinate,YSEXMKHXIOCEJA::ZZVUWRFHKOJYTH,0,,,,
LMOINURANNBYCM,UBZPNQRBUOBBLN,Orciprenaline,Serdexmethylphenidate,LMOINURANNBYCM::UBZPNQRBUOBBLN,0,,,,
MQTOSJVFKKJCRP,VFLDPWHFBUODDF,Azithromycin,Curcumin,MQTOSJVFKKJCRP::VFLDPWHFBUODDF,25,79547.67692307691,24205.08742721578,1,16919513
IZLPZXSZLLELBJ,VRQVVMDWGGWHTJ,Captodiame,Methotrimeprazine,IZLPZXSZLLELBJ::VRQVVMDWGGWHTJ,0,,,,
JBIWCJUYHHGXTC,RDJGLLICXDHJDY,Doxycycline,Fenoprofen,JBIWCJUYHHGXTC::RDJGLLICXDHJDY,0,,,,
BGSZAXLLHYERSY,VSWBSWWIRNCQIJ,Vecuronium,Asenapine,BGSZAXLLHYERSY::VSWBSWWIRNCQIJ,0,,,,
MOVRKLZUVNCBIP,NFACJZMKEDPNKN,Prednisone acetate,Metrifonate,MOVRKLZUVNCBIP::NFACJZMKEDPNKN,0,,,,
JMBQKKAJIKAWKF,XBMIVRRWGCYBTQ,Glutethimide,Alphacetylmethadol,JMBQKKAJIKAWKF::XBMIVRRWGCYBTQ,0,,,,
SEBFKMXJBCUCAI,WBWWGRHZICKQGZ,Silibinin,Taurocholic acid,SEBFKMXJBCUCAI::WBWWGRHZICKQGZ,0,,,,
DQDAYGNAKTZFIW,YALNUENQHAQXEA,Phenprocoumon,Givinostat,DQDAYGNAKTZFIW::YALNUENQHAQXEA,0,,,,
NXWGWUVGUSFQJC,ZEXGDYFACFXQPF,Mepindolol,Robenacoxib,NXWGWUVGUSFQJC::ZEXGDYFACFXQPF,0,,,,
KKGQTZUTZRNORY,UUVWYPNAQBNQJQ,Fingolimod,Altretamine,KKGQTZUTZRNORY::UUVWYPNAQBNQJQ,0,,,,
SHXWCVYOXRDMCX,ZSCDBOWYZJWBIY,Midomafetamine,Trimipramine,SHXWCVYOXRDMCX::ZSCDBOWYZJWBIY,0,,,,
KRMDCWKBEZIMAB,SGOIRFVFHAKUTI,Amitriptyline,Tenofovir,KRMDCWKBEZIMAB::SGOIRFVFHAKUTI,41,,,,
BFSMGDJOXZAERB,FWYSMLBETOMXAG,Dabrafenib,Letermovir,BFSMGDJOXZAERB::FWYSMLBETOMXAG,0,,,,
